Movie_Title,Year,Director,Rating,Runtime,Censor,Total_Gross,main_genre
Sinister,2018,David Slade,7.1,90,18,$340.23M,Drama
Eliza Graves,2022,Olivia Newman,7.1,125,UA,$340.23M,Drama
Odd Thomas,2019,Ari Aster,7.1,148,A,$27.33M,Drama
Insidious,2017,Paul Schrader,7.1,113,R,$3.45M,Drama
Martha Marcy May Marlene,2016,Pedro Almodóvar,7.1,99,R,$1.49M,Drama
The Imaginarium of Doctor Parnassus,2010,Debra Granik,7.1,100,R,$6.53M,Drama
Inland Empire,2010,Matt Reeves,7.1,116,UA,$12.13M,Drama
1408,2020,Leigh Whannell,7.1,124,A,$70.41M,Drama
Signs,2021,Joel Coen,7.1,105,A,$340.23M,Drama
Spider,2007,Nacho Vigalondo,7.1,92,R,$0.04M,Horror
eXistenZ,2005,John Maybury,7.1,103,A,$6.30M,Drama
The Firm,2003,Jee-woon Kim,7.1,114,UA,$340.23M,Drama
The Witches,2002,Gore Verbinski,7.1,115,UA,$129.13M,Horror
The 'Burbs,1999,Takashi Miike,7.1,115,B,$340.23M,Drama
Fear Street: 1978,1994,John Carpenter,7.1,95,A,$8.95M,Drama
Freaks,1974,Bob Clark,7.1,98,A,$4.05M,Horror
Run,1962,Herk Harvey,7.1,78,B,$340.23M,Horror
Saint Maud,2017,Joachim Trier,7,116,B,$0.15M,Drama
The Vast of Night,2017,Yorgos Lanthimos,7,121,18,$2.29M,Drama
I Am Mother,2015,Joel Edgerton,7,108,A,$43.77M,Drama
Summer of 84,2012,"Directors:Brian Klugman, Lee Sternthal",7,102,PG-13,$11.49M,Drama
Housebound,2010,Rodrigo Cortés,7,95,U,$1.03M,Drama
"Ich seh, Ich seh",2012,Ridley Scott,7,124,A,$126.48M,Adventure
Los ojos de Julia,2011,Tomas Alfredson,7,127,A,$24.15M,Drama
Suspiria,2011,Drew Goddard,7,95,A,$42.07M,Horror
Proof,2009,Jaume Collet-Serra,7,123,A,$41.60M,Horror
Stay,2004,"Directors:Banjong Pisanthanakun, Parkpoom Wongpoom",7,97,B,$340.23M,Horror
Gin gwai,2003,Andrew Davis,7,117,PG,$67.41M,Adventure
Honogurai mizu no soko kara,1999,Josef Rusnak,7,100,R,$15.50M,Mystery
Cypher,1998,Rob Bowman,7,121,PG-13,$83.90M,Drama
The Ninth Gate,1992,Paul Verhoeven,7,127,A,$117.73M,Drama
From Hell,1978,Franklin J. Schaffner,7,125,B,$19.00M,Drama
Return to Oz,1965,Jean-Luc Godard,7,99,B,$0.05M,Drama
The Quiet Earth,1955,Alfred Hitchcock,7,99,A,$340.23M,Comedy
2010: The Year We Make Contact,2018,Jason Reitman,6.9,95,R,$9.23M,Comedy
Fear Street: 1666,2015,Robert Eggers,6.9,92,R,$25.14M,Drama
Marrowbone,2013,Denis Villeneuve,6.9,91,15+,$1.01M,Drama
Happy Death Day,2009,Christopher Smith,6.9,99,A,$340.23M,Fantasy
Mother!,2021,Michael Sarnoski,6.9,92,R,$340.23M,Drama
Bird Box,2022,Jordan Peele,6.9,130,A,$340.23M,Horror
Midnight Special,2011,Stephen Daldry,6.9,129,PG-13,$31.85M,Adventure
The Invitation,2004,Paul McGuigan,6.9,114,PG-13,$12.83M,Drama
X,2001,Cameron Crowe,6.9,136,18,$100.61M,Fantasy
Saw II,2001,Scott Hicks,6.9,101,UA,$24.19M,Drama
The Da Vinci Code,1999,David Koepp,6.9,99,R,$21.13M,Horror
The Village,1990,Alan J. Pakula,6.9,127,UA,$86.30M,Mystery
The Manchurian Candidate,2019,Jordan Peele,6.8,116,A,$175.08M,Horror
What Lies Beneath,2016,André _vredal,6.8,86,18,$0.01M,Horror
Powder,2014,David Robert Mitchell,6.8,100,18,$14.67M,Horror
Copycat,2015,Bill Condon,6.8,104,PG,$17.74M,Drama
The Night House,2018,Alex Garland,6.8,115,18,$32.73M,Adventure
Possessor,2014,Jennifer Kent,6.8,94,A,$0.92M,Horror
Annabelle: Creation,2012,Scott Derrickson,6.8,110,A,$48.09M,Horror
The Endless,2014,Brad Anderson,6.8,112,PG-13,$340.23M,Drama
Ad Astra,2013,Stephen Sommers,6.8,100,B,$340.23M,Comedy
Crimson Peak,2010,James Wan,6.8,103,UA,$54.01M,Horror
Oculus,2011,Sean Durkin,6.8,102,R,$2.98M,Drama
Insidious: Chapter 2,2009,Terry Gilliam,6.8,123,PG-13,$7.69M,Adventure
Host,2006,David Lynch,6.8,180,UA,$0.75M,Drama
A Perfect Getaway,2007,Mikael Håfström,6.8,104,A,$71.99M,Fantasy
Blindness,2002,M. Night Shyamalan,6.8,106,UA,$227.97M,Drama
The Skeleton Key,2002,David Cronenberg,6.8,98,R,$1.64M,Drama
Silent Hill,1999,David Cronenberg,6.8,97,B,$2.84M,Horror
Secret Window,1993,Sydney Pollack,6.8,154,UA,$158.35M,Drama
Dead End,1990,Nicolas Roeg,6.8,91,U,$10.36M,Adventure
The Blair Witch Project,1989,Joe Dante,6.8,102,U,$36.60M,Comedy
The Faculty,2021,Leigh Janiak,6.7,109,18,$340.23M,Drama
Stealing Beauty,2018,"Directors:Zach Lipovsky, Adam B. Stein",6.7,105,R,$340.23M,Drama
The Exorcist III,2020,Aneesh Chaganty,6.7,90,PG-13,$340.23M,Mystery
Unsane,2019,Rose Glass,6.7,84,R,$340.23M,Drama
Ghostland,2019,Andrew Patterson,6.7,91,13,$340.23M,Drama
A Cure for Wellness,2019,Grant Sputore,6.7,113,16,$340.23M,Drama
Luckiest Girl Alive,2018,"Directors:François Simard, Anouk Whissell, Yoann-Karl Whissell",6.7,105,B,$0.09M,Drama
White Bird in a Blizzard,2014,Gerard Johnstone,6.7,107,B,$340.23M,Comedy
Europa Report,2014,"Directors:Severin Fiala, Veronika Franz",6.7,99,A,$1.17M,Horror
Before I Fall,2010,Guillem Morales,6.7,118,B,$340.23M,Horror
The Awakening,2018,Luca Guadagnino,6.7,152,A,$2.47M,Drama
The Lucky One,2005,John Madden,6.7,100,PG-13,$7.52M,Drama
Chehre,2005,Marc Forster,6.7,99,UA,$3.63M,Drama
The Mothman Prophecies,2002,"Directors:Danny Pang, Oxide Chun Pang",6.7,99,R,$0.50M,Drama
Session 9,2002,Hideo Nakata,6.7,101,UA,$340.23M,Drama
Wes Craven's New Nightmare,2002,Vincenzo Natali,6.7,95,R,$340.23M,Mystery
The People Under the Stairs,2000,Sam Raimi,6.7,112,R,$12.01M,Drama
Friday the 13th,1999,Roman Polanski,6.7,133,UA,$18.66M,Mystery
Star Trek: The Motion Picture - The Director's Edition,2001,"Directors:Albert Hughes, Allen Hughes",6.7,122,A,$31.60M,Horror
The Conjuring: The Devil Made Me Do It,1985,Walter Murch,6.7,113,U,$340.23M,Adventure
Apostle,1985,Geoff Murphy,6.7,91,UA,$2.12M,Drama
The Ritual,1984,Peter Hyams,6.7,116,B,$40.20M,Adventure
Lights Out,2021,Leigh Janiak,6.6,114,18,$340.23M,Horror
Paper Towns,2017,Sergio G. Sánchez,6.6,110,R,$0.00M,Adventure
Project Almanac,2017,Christopher Landon,6.6,96,UA,$55.68M,Comedy
The Loft,2017,Darren Aronofsky,6.6,121,A,$17.80M,Drama
While We're Young,2018,Susanne Bier,6.6,124,18,$340.23M,Horror
Before I Go to Sleep,2016,Jeff Nichols,6.6,112,PG-13,$3.71M,Drama
Under the Skin,2015,Karyn Kusama,6.6,100,18,$0.23M,Drama
Devil,2022,Ti West,6.6,105,R,$340.23M,Horror
Paranormal Activity,2005,Darren Lynn Bousman,6.6,93,A,$87.04M,Horror
The House of the Devil,2006,Ron Howard,6.6,149,(Banned),$217.54M,Mystery
Dear John,2004,M. Night Shyamalan,6.6,108,UA,$114.20M,Drama
The Uninvited,2004,Jonathan Demme,6.6,129,18,$65.96M,Drama
"Hail, Caesar!",2000,Robert Zemeckis,6.6,130,A,$155.46M,Drama
Flightplan,1995,Victor Salva,6.6,111,PG-13,$30.86M,Drama
Don't Say a Word,1995,Jon Amiel,6.6,123,A,$32.05M,Drama
Scream 2,2020,David Bruckner,6.5,107,A,$340.23M,Horror
The Vanishing,2020,Brandon Cronenberg,6.5,103,18,$340.23M,Horror
Happy Death Day 2U,2017,David F. Sandberg,6.5,109,A,$102.09M,Horror
Fear Street: 1994,2017,"Directors:Justin Benson, Aaron Moorhead",6.5,111,B,$0.27M,Drama
The Empty Man,2019,James Gray,6.5,123,12+,$50.19M,Adventure
Color Out of Space,2015,Guillermo del Toro,6.5,119,R,$31.09M,Drama
It Comes at Night,2013,Mike Flanagan,6.5,104,A,$27.70M,Horror
Ouija: Origin of Evil,2013,James Wan,6.5,106,A,$83.59M,Horror
The Visit,2013,Richard Ayoade,6.5,93,R,$0.20M,Comedy
Scary Stories to Tell in the Dark,2020,Rob Savage,6.5,57,B,$340.23M,Horror
Berlin Syndrome,2009,David Twohy,6.5,98,R,$15.48M,Drama
"As Above, So Below",2008,Fernando Meirelles,6.5,121,R,$3.07M,Drama
Alice Through the Looking Glass,2005,Iain Softley,6.5,104,PG-13,$47.81M,Drama
Open Grave,2006,Christophe Gans,6.5,125,R,$46.98M,Horror
Red Lights,2004,David Koepp,6.5,96,UA,$48.02M,Drama
Scream 4,2003,"Directors:Jean-Baptiste Andrea, Fabrice Canepa",6.5,85,R,$340.23M,Adventure
Dorian Gray,1999,"Directors:Daniel Myrick, Eduardo Sánchez",6.5,81,UA,$140.54M,Horror
The Nines,1998,Robert Rodriguez,6.5,104,UA,$40.06M,Horror
Case 39,1996,Bernardo Bertolucci,6.5,118,R,$4.57M,Drama
Birth,1990,William Peter Blatty,6.5,110,A,$26.10M,Drama
Jeepers Creepers,2018,Steven Soderbergh,6.4,98,B,$7.73M,Drama
The Hole,2018,Pascal Laugier,6.4,91,B,$340.23M,Drama
The Arrival,2016,Gore Verbinski,6.4,146,R,$8.11M,Drama
Brightburn,2022,Mike Barker,6.4,113,A,$340.23M,Drama
Personal Shopper,2014,Gregg Araki,6.4,91,R,$0.03M,Drama
Insidious: Chapter 3,2013,Sebastián Cordero,6.4,97,PG-13,$0.13M,Adventure
Winter's Tale,2017,Ry Russo-Young,6.4,98,PG-13,$12.24M,Drama
Grave Encounters,2011,Nick Murphy,6.4,102,R,$340.23M,Drama
Mirrors,2012,Scott Hicks,6.4,101,UA,$60.46M,Drama
The Strangers,2021,Rumi Jaffery,6.4,139,UA,$340.23M,Drama
Dead Silence,2010,Tim Burton,6.4,108,U,$334.19M,Adventure
Dragonfly,2002,Mark Pellington,6.4,119,UA,$35.75M,Drama
Relic,2001,Brad Anderson,6.4,100,R,$0.38M,Drama
The Lodge,1994,Wes Craven,6.4,112,UA,$18.09M,Fantasy
Unfriended: Dark Web,1991,Wes Craven,6.4,102,A,$24.20M,Comedy
The Boy,1980,Sean S. Cunningham,6.4,95,A,$39.75M,Horror
The Taking,1979,Robert Wise,6.4,143,U,$82.26M,Adventure
Circle,2021,Michael Chaves,6.3,112,A,$65.63M,Horror
The Signal,2018,Gareth Evans,6.3,130,18,$340.23M,Drama
Greta,2017,David Bruckner,6.3,94,18,$340.23M,Horror
The Zero Theorem,2016,David F. Sandberg,6.3,81,A,$67.27M,Horror
The House with a Clock in Its Walls,2015,Jake Schreier,6.3,109,PG-13,$32.00M,Adventure
Dream House,2015,Dean Israelite,6.3,106,PG-13,$22.35M,Drama
Saw VI,2014,Erik Van Looy,6.3,108,R,$5.98M,Mystery
The Rite,2014,Noah Baumbach,6.3,97,R,$7.57M,Comedy
Hellraiser,2014,Rowan Joffe,6.3,92,R,$2.96M,Drama
The Midnight Meat Train,2013,Jonathan Glazer,6.3,108,R,$2.61M,Drama
The Good German,2010,John Erick Dowdle,6.3,80,UA,$33.58M,Horror
Original Sin,2007,Oren Peli,6.3,86,UA,$107.92M,Horror
Friday the 13th Part 2,2009,Ti West,6.3,95,R,$0.10M,Horror
Cam,2022,"Directors:Matt Bettinelli-Olpin, Tyler Gillett",6.3,114,A,$340.23M,Horror
Annabelle Comes Home,2010,Lasse Hallström,6.3,108,U,$80.01M,Drama
Antlers,2009,"Directors:Charles Guard, Thomas Guard",6.3,87,PG-13,$28.57M,Drama
The Fourth Kind,2016,"Directors:Ethan Coen, Joel Coen",6.3,106,UA,$30.50M,Comedy
After.Life,2005,Robert Schwentke,6.3,98,U,$89.71M,Drama
Premonition,2001,Gary Fleder,6.3,113,U,$55.00M,Drama
The Possession,1997,Wes Craven,6.3,120,UA,$101.36M,Horror
The Grudge,1993,George Sluizer,6.3,109,UA,$14.54M,Drama
Hide and Seek,2019,Christopher Landon,6.2,100,UA,$28.05M,Comedy
Vivarium,2021,Leigh Janiak,6.2,107,18,$340.23M,Drama
Eli,2020,David Prior,6.2,137,18,$340.23M,Horror
High Life,2019,Richard Stanley,6.2,111,B,$340.23M,Horror
The Prodigy,2017,Trey Edward Shults,6.2,91,B,$13.99M,Drama
The Void,2016,Mike Flanagan,6.2,99,A,$35.14M,Drama
Reminiscence,2015,M. Night Shyamalan,6.2,94,A,$65.21M,Horror
Paranormal Activity 3,2019,André _vredal,6.2,108,UA,$62.74M,Adventure
Old,2017,Cate Shortland,6.2,116,A,$0.03M,Drama
Antebellum,2014,John Erick Dowdle,6.2,93,16,$21.20M,Horror
The Haunting in Connecticut,2016,James Bobin,6.2,113,U,$77.04M,Adventure
Passengers,2013,Gonzalo López-Gallego,6.2,102,Unrated,$340.23M,Horror
Cry Wolf,2012,Rodrigo Cortés,6.2,114,A,$0.05M,Drama
Without a Paddle,2011,Wes Craven,6.2,111,A,$38.18M,Comedy
The Forgotten,2009,Oliver Parker,6.2,112,R,$340.23M,Drama
Gothika,2011,Matthijs van Heijningen Jr.,6.2,103,A,$16.93M,Horror
The Relic,2007,John August,6.2,100,R,$0.06M,Drama
I Know What You Did Last Summer,2009,Christian Alvart,6.2,109,R,$13.25M,Horror
Velvet Buzzsaw,2004,Jonathan Glazer,6.2,100,R,$5.01M,Drama
Insidious: The Last Key,2002,Steven Soderbergh,6.2,99,U,$14.97M,Drama
Honeymoon,2001,Victor Salva,6.2,90,A,$37.90M,Horror
The Dyatlov Pass Incident,2001,Nick Hamm,6.2,102,B,$340.23M,Drama
Paranormal Activity 2,1996,David Twohy,6.2,115,PG-13,$14.05M,Mystery
The Last Exorcism,2019,David Yarovesky,6.1,90,A,$17.30M,Drama
The Rental,2016,Olivier Assayas,6.1,105,R,$1.31M,Mystery
Pet Sematary,2015,Leigh Whannell,6.1,97,A,$52.22M,Horror
Ma,2014,Akiva Goldsman,6.1,118,A,$0.02M,Drama
Unfriended,2011,"Directors:Colin Minihan, Stuart Ortiz, The Vicious Brothers",6.1,92,B,$340.23M,Horror
Dark Water,2008,Alexandre Aja,6.1,110,A,$30.69M,Horror
Creep,2008,Bryan Bertino,6.1,86,R,$52.60M,Horror
Cube Zero,2007,James Wan,6.1,89,UA,$16.81M,Horror
The Box,2002,Tom Shadyac,6.1,104,UA,$30.06M,Drama
Club Dread,2020,Natalie Erika James,6,89,R,$340.23M,Drama
Urban Legend,2019,"Directors:Severin Fiala, Veronika Franz",6,108,18,$340.23M,Drama
Scream 3,2018,Stephen Susco,6,92,16,$8.78M,Horror
Gretel & Hansel,2016,William Brent Bell,6,97,UA,$35.82M,Horror
The Innkeepers,2014,Adam Robitel,6,90,R,$340.23M,Horror
The Ward,2015,"Directors:Aaron Hann, Mario Miscione",6,87,B,$340.23M,Drama
All the Boys Love Mandy Lane,2014,William Eubank,6,97,PG-13,$0.60M,Drama
Lady in the Water,2018,Neil Jordan,6,98,UA,$10.52M,Drama
White Noise,2013,Terry Gilliam,6,107,R,$0.22M,Comedy
Cube 2: Hypercube,2020,Ben Wheatley,6,123,18,$340.23M,Drama
"Dude, Where's My Car?",2018,Eli Roth,6,105,UA,$68.55M,Comedy
In the Tall Grass,2011,Jim Sheridan,6,92,PG-13,$21.28M,Drama
Annabelle,2009,Kevin Greutert,6,90,A,$27.69M,Horror
Deep Water,2011,Mikael Håfström,6,114,PG-13,$33.05M,Drama
Red Riding Hood,2022,David Bruckner,6,121,R,$340.23M,Horror
Mute,2008,Ryûhei Kitamura,6,98,R,$0.08M,Horror
My Bloody Valentine,2006,Steven Soderbergh,6,105,A,$1.31M,Drama
Winchester,2001,Michael Cristofer,6,116,U,$16.25M,Drama
Turistas,1981,Steve Miner,6,87,B,$21.72M,Horror
The Eye,2018,Daniel Goldhaber,5.9,94,B,$340.23M,Drama
The Ring Two,2019,Gary Dauberman,5.9,106,A,$74.15M,Horror
The Nun,2021,Scott Cooper,5.9,99,A,$340.23M,Drama
Sinister 2,2009,Olatunde Osunsanmi,5.9,98,PG-13,$25.46M,Horror
Things Heard & Seen,2009,Agnieszka Wojtowicz-Vosloo,5.9,104,R,$0.11M,Drama
The Messengers,2007,Mennan Yapo,5.9,96,UA,$47.85M,Drama
Southland Tales,2012,Ole Bornedal,5.9,92,A,$49.13M,Horror
The Curse of La Llorona,2004,Takashi Shimizu,5.9,91,UA,$110.36M,Horror
Friend Request,2005,John Polson,5.9,101,R,$51.10M,Horror
The Lazarus Effect,2019,Lorcan Finnegan,5.8,97,7,$340.23M,Horror
Flatliners,2019,Ciarán Foy,5.8,98,R,$340.23M,Drama
Apollo 18,2018,Claire Denis,5.8,113,R,$1.23M,Adventure
Hubie Halloween,2019,Nicholas McCarthy,5.8,92,R,$14.86M,Fantasy
Mutant Chronicles,2016,"Directors:Jeremy Gillespie, Steven Kostanski",5.8,90,B,$0.15M,Horror
Scooby-Doo,2021,Lisa Joy,5.8,116,UA,$340.23M,Mystery
Congo,2011,"Directors:Henry Joost, Ariel Schulman",5.8,83,R,$104.01M,Horror
Grave Encounters 2,2021,M. Night Shyamalan,5.8,108,UA,$340.23M,Drama
Abduction,2020,"Directors:Gerard Bush, Christopher Renz",5.8,105,R,$340.23M,Drama
Sorority Row,2009,Peter Cornwell,5.8,92,PG-13,$55.39M,Drama
The Covenant,2008,Rodrigo García,5.8,93,PG-13,$0.27M,Mystery
The Haunted Mansion,2005,Jeff Wadlow,5.8,90,PG-13,$10.05M,Drama
Scooby-Doo 2: Monsters Unleashed,2004,Steven Brill,5.8,95,PG-13,$58.17M,Adventure
Exorcist: The Beginning,2004,Joseph Ruben,5.8,91,PG-13,$66.64M,Drama
Halloween III: Season of the Witch,2003,Mathieu Kassovitz,5.8,98,A,$59.69M,Horror
How It Ends,1997,Peter Hyams,5.8,110,A,$33.96M,Horror
Hot Tub Time Machine 2,1997,Jim Gillespie,5.8,101,A,$72.59M,Horror
Paranormal Activity: The Marked Ones,2019,Dan Gilroy,5.7,113,R,$340.23M,Horror
Chernobyl Diaries,2018,Adam Robitel,5.7,103,UA,$67.75M,Horror
Blair Witch,2014,Leigh Janiak,5.7,87,R,$0.01M,Drama
Srpski film,2013,Renny Harlin,5.7,100,R,$340.23M,Horror
Stay Alive,2010,Tod Williams,5.7,91,UA,$84.75M,Horror
An American Haunting,2010,Daniel Stamm,5.7,87,PG-13,$41.03M,Horror
The Haunting,2020,Dave Franco,5.7,88,A,$340.23M,Drama
Vanishing on 7th Street,2019,"Directors:Kevin Kölsch, Dennis Widmyer",5.7,101,A,$54.72M,Horror
Fantasy Island,2019,Tate Taylor,5.6,99,18,$45.37M,Horror
Silent Hill: Revelation,2014,Levan Gabriadze,5.6,83,R,$32.48M,Horror
Darkness Falls,2005,Walter Salles,5.6,105,PG-13,$25.47M,Drama
The Titan,2004,Christopher Smith,5.6,85,R,$340.23M,Horror
The Forest,2004,Ernie Barbarash,5.6,97,UA,$340.23M,Drama
DOA: Dead or Alive,2009,Richard Kelly,5.6,115,PG-13,$15.05M,Drama
Valentine,2004,Jay Chandrasekhar,5.6,104,R,$4.99M,Comedy
Zoolander 2,1998,Jamie Blanks,5.6,99,A,$38.07M,Horror
The Unborn,2000,Wes Craven,5.6,116,UA,$89.14M,Horror
I Still Know What You Did Last Summer,2020,Oz Perkins,5.5,87,UA,$340.23M,Fantasy
Friday the 13th: A New Beginning,2011,Ti West,5.5,101,R,$0.08M,Drama
Paranormal Activity: The Ghost Dimension,2010,John Carpenter,5.5,89,UA,$340.23M,Horror
Paranormal Activity 4,2009,Marcus Nispel,5.5,97,A,$65.00M,Horror
Ouija,2006,Jonathan Levine,5.5,90,R,$340.23M,Horror
Rings,2006,John Moore,5.5,110,A,$54.61M,Drama
Basic Instinct 2,2006,M. Night Shyamalan,5.5,110,U,$42.29M,Drama
Boogeyman,2005,Geoffrey Sax,5.5,101,PG-13,$56.39M,Drama
One Missed Call,2002,Andrzej Sekula,5.5,94,A,$340.23M,Horror
Book of Shadows: Blair Witch 2,2000,Danny Leiner,5.5,83,A,$46.73M,Comedy
The Fog,2019,Steven Knight,5.4,106,R,$8.55M,Drama
I Know Who Killed Me,2019,Vincenzo Natali,5.4,101,18+,$340.23M,Horror
Slender Man,2014,John R. Leonetti,5.4,99,A,$84.27M,Horror
The Shawshank Redemption,2022,Adrian Lyne,5.4,115,A,$340.23M,Drama
Hababam Sinifi,2011,Catherine Hardwicke,5.4,100,PG-13,$37.66M,Fantasy
777 Charlie,2018,Duncan Jones,5.4,126,18,$340.23M,Mystery
Fight Club,2009,Patrick Lussier,5.4,101,A,$51.55M,Horror
Forrest Gump,2018,"Directors:Michael Spierig, Peter Spierig",5.4,99,PG-13,$25.09M,Drama
Soorarai Pottru,2006,John Stockwell,5.4,93,R,$7.03M,Horror
One Flew Over the Cuckoo's Nest,2008,"Directors:David Moreau, Xavier Palud",5.4,98,PG-13,$31.42M,Horror
Interstellar,2005,Hideo Nakata,5.4,110,A,$76.23M,Horror
Saving Private Ryan,2018,Corin Hardy,5.3,96,A,$117.45M,Horror
La vita è bella,2015,Ciarán Foy,5.3,97,A,$27.74M,Horror
It's a Wonderful Life,2011,Julia Leigh,5.3,101,A,$0.04M,Drama
96,2021,"Directors:Shari Springer Berman, Robert Pulcini",5.3,121,16,$340.23M,Drama
Gisaengchung,2020,Robert Zemeckis,5.3,106,U,$340.23M,Adventure
Whiplash,2007,"Directors:Danny Pang, Oxide Chun Pang",5.3,90,PG-13,$35.37M,Drama
Nuovo Cinema Paradiso,2006,Richard Kelly,5.3,145,R,$0.28M,Comedy
Casablanca,2019,Michael Chaves,5.2,93,A,$54.73M,Horror
Modern Times,2016,Simon Verhoeven,5.2,92,R,$3.76M,Horror
City Lights,2015,David Gelb,5.2,83,PG-13,$25.80M,Horror
Capharnaüm,2017,Niels Arden Oplev,5.2,109,A,$16.87M,Drama
3 Idiots,2011,Gonzalo López-Gallego,5.2,86,PG-13,$17.69M,Horror
Taare Zameen Par,2020,Steven Brill,5.2,103,13,$340.23M,Comedy
American Beauty,2008,Simon Hunter,5.2,111,R,$0.01M,Action
Idi i smotri,2008,Masayuki Ochiai,5.2,85,A,$25.93M,Horror
Das Boot,2002,Raja Gosnell,5.2,89,U,$153.29M,Adventure
The Shining,1995,Frank Marshall,5.2,109,UA,$81.02M,Action
Paths of Glory,2012,John Poliquin,5.1,98,B,$340.23M,Horror
Sunset Blvd.,2011,John Singleton,5.1,106,UA,$28.09M,Action
The Great Dictator,2009,Stewart Hendler,5.1,101,R,$11.96M,Horror
Jagten,2006,Renny Harlin,5.1,97,A,$23.29M,Action
Jodaeiye Nader az Simin,2003,Rob Minkoff,5.1,99,U,$75.85M,Comedy
The Kashmir Files,2004,Raja Gosnell,5.1,93,U,$84.22M,Adventure
Inglourious Basterds,2004,Renny Harlin,5.1,114,A,$41.82M,Horror
Eternal Sunshine of the Spotless Mind,1982,Tommy Lee Wallace,5.1,98,B,$14.40M,Horror
Requiem for a Dream,2018,David M. Rosenthal,5,113,16,$340.23M,Action
Good Will Hunting,2015,Steve Pink,5,93,R,$12.28M,Comedy
Full Metal Jacket,2014,Christopher Landon,5,84,UA,$32.46M,Horror
Judgment at Nuremberg,2012,Bradley Parker,5,86,R,$18.12M,Horror
The Apartment,2016,Adam Wingard,5,89,R,$20.78M,Horror
Pather Panchali,2010,Srdjan Spasojevic,5,104,A,$340.23M,Horror
Ikiru,2006,William Brent Bell,5,85,UA,$23.09M,Fantasy
Ladri di biciclette,2005,Courtney Solomon,5,83,PG-13,$16.30M,Drama
Metropolis,1999,Jan de Bont,5,113,A,$91.41M,Fantasy
The Kid,2010,Brad Anderson,4.9,92,R,$0.02M,Horror
Chhichhore,2020,Jeff Wadlow,4.9,109,A,$27.31M,Fantasy
Tumbbad,2012,M.J. Bassett,4.9,95,R,$17.53M,Horror
Zindagi Na Milegi Dobara,2003,Jonathan Liebesman,4.9,86,PG-13,$32.55M,Fantasy
Dara iz Jasenovca,2018,Lennart Ruff,4.8,97,B,$340.23M,Drama
Miracle in Cell No. 7,2016,Jason Zada,4.8,93,UA,$26.58M,Horror
Babam ve Oglum,2006,Corey Yuen,4.8,87,UA,$0.48M,Action
There Will Be Blood,2001,Jamie Blanks,4.8,96,A,$20.38M,Horror
Pan's Labyrinth,2016,Ben Stiller,4.7,101,U,$28.85M,Action
"Swades: We, the People",2009,David S. Goyer,4.7,88,PG-13,$42.67M,Horror
The Truman Show,1998,Danny Cannon,4.7,100,A,$40.00M,Horror
Bacheha-Ye aseman,1985,Danny Steinmann,4.7,92,A,$21.93M,Horror
The Bridge on the River Kwai,2015,Gregory Plotkin,4.6,88,A,$18.30M,Horror
Tôkyô monogatari,2012,"Directors:Henry Joost, Ariel Schulman",4.6,88,A,$53.92M,Horror
Le salaire de la peur,1998,Gus Van Sant,4.6,105,A,$21.46M,Horror
Umberto D.,2014,Stiles White,4.5,89,A,$50.86M,Horror
All About Eve,2017,F. Javier Gutiérrez,4.5,102,A,$27.79M,Drama
Gone with the Wind,2006,Michael Caton-Jones,4.4,114,A,$5.97M,Drama
Portrait de la jeune fille en feu,2005,Stephen Kay,4.1,89,PG-13,$46.75M,Drama
Dil Bechara,2008,Eric Valette,4,87,A,$26.88M,Horror
Masaan,2000,Joe Berlinger,4,90,R,$26.44M,Adventure
Ah-ga-ssi,2006,Neil LaBute,3.7,102,PG-13,$23.64M,Horror
Queen,2005,Rupert Wainwright,3.7,100,A,$29.51M,Horror
Room,2007,Chris Sivertson,3.6,106,A,$7.50M,Horror
Relatos salvajes,2018,Sylvain White,3.2,93,UA,$30.57M,Horror
Mandariinid,1994,Frank Darabont,9.3,142,A,$28.34M,Drama
Kis Uykusu,1975,Ertem Egilmez,9.2,87,B,$340.23M,Comedy
PK,2022,Kiranraj K,8.9,136,UA,$340.23M,Adventure
OMG: Oh My God!,1999,David Fincher,8.8,139,A,$37.03M,Drama
Barfi!,1994,Robert Zemeckis,8.8,142,UA,$330.25M,Drama
Udaan,2020,Sudha Kongara,8.7,153,U,$340.23M,Drama
The Help,1975,Milos Forman,8.7,133,A,$112.00M,Drama
Gran Torino,2014,Christopher Nolan,8.6,169,UA,$188.02M,Adventure
Chak De! India,1998,Steven Spielberg,8.6,169,A,$216.54M,Drama
Million Dollar Baby,1997,Roberto Benigni,8.6,116,U,$57.60M,Comedy
Before Sunset,1946,Frank Capra,8.6,130,PG,$340.23M,Drama
Black,2018,C. Prem Kumar,8.5,158,U,$340.23M,Drama
Munna Bhai M.B.B.S.,2019,Bong Joon Ho,8.5,132,A,$53.37M,Drama
Dil Chahta Hai,2014,Damien Chazelle,8.5,106,A,$13.09M,Drama
Her Sey _ok Güzel Olacak,1988,Giuseppe Tornatore,8.5,155,U,$11.99M,Drama
Amores perros,1942,Michael Curtiz,8.5,102,U,$1.02M,Drama
Lagaan: Once Upon a Time in India,1936,Charles Chaplin,8.5,87,B,$0.16M,Comedy
Festen,1931,Charles Chaplin,8.5,87,G,$0.02M,Comedy
Fa Yeung Nin Wah,2018,Nadine Labaki,8.4,126,A,$1.66M,Drama
Trainspotting,2009,Rajkumar Hirani,8.4,170,UA,$6.53M,Comedy
