Movie_Title,Year,Director,Rating,Runtime(Mins),Censor,Total_Gross,main_genre
Jesus Christ Superstar,1973,Norman Jewison,7.3,106,B,$24.48M,Drama
The Death of Stalin,2017,Armando Iannucci,7.2,107,R,$8.04M,Comedy
The Physician,2013,Philipp Stölzl,7.2,155,R,$340.23M,Adventure
Shattered Glass,2003,Billy Ray,7.2,94,U,$2.22M,Drama
Cold Mountain,2003,Anthony Minghella,7.2,154,A,$95.64M,Adventure
The Courier,2020,Dominic Cooke,7.1,112,UA,$340.23M,Drama
Valkyrie,2008,Bryan Singer,7.1,121,UA,$83.08M,Drama
Silence,2016,Martin Scorsese,7.1,161,18,$7.10M,Drama
Shakespeare in Love,1998,John Madden,7.1,123,A,$100.32M,Comedy
Padmaavat,2018,Sanjay Leela Bhansali,7,164,UA,$11.85M,Drama
The Water Diviner,2014,Russell Crowe,7,111,R,$4.19M,Drama
Cool Runnings,1993,Jon Turteltaub,7,98,PG,$68.86M,Adventure
The Bounty,1984,Roger Donaldson,7,132,A,$8.60M,Adventure
Suffragette,2015,Sarah Gavron,6.9,106,PG-13,$4.69M,Drama
The Crucible,1996,Nicholas Hytner,6.8,124,A,$7.34M,Drama
History of the World: Part I,1981,Mel Brooks,6.8,92,A,$31.67M,Comedy
The Good Shepherd,2006,Robert De Niro,6.7,167,R,$59.95M,Drama
K-19: The Widowmaker,2002,Kathryn Bigelow,6.7,138,U,$35.17M,Drama
Anna and the King,1999,Andy Tennant,6.7,148,U,$39.26M,Drama
The Red Sea Diving Resort,2019,Gideon Raff,6.6,129,16,$340.23M,Drama
Macbeth,2015,Justin Kurzel,6.6,113,R,$1.11M,Drama
The Monuments Men,2014,George Clooney,6.1,118,U,$78.03M,Comedy
World Trade Center,2006,Oliver Stone,6,129,U,$70.28M,Drama
Serena,2014,Susanne Bier,5.4,109,R,$0.18M,Drama
Caligola,1979,Tinto Brass,5.3,156,A,$23.44M,Drama
"10,000 BC",2008,Roland Emmerich,5.1,109,UA,$94.78M,Action
The Prestige,2006,Christopher Nolan,8.5,130,U,$53.09M,Drama
Apocalypse Now,1979,Francis Ford Coppola,8.5,147,R,$83.47M,Drama
Psycho,1960,Alfred Hitchcock,8.5,109,A,$32.00M,Horror
Rear Window,1954,Alfred Hitchcock,8.5,112,U,$36.76M,Mystery
The Lives of Others,2006,Florian Henckel von Donnersmarck,8.4,137,A,$11.29M,Drama
Memento,2000,Christopher Nolan,8.4,113,UA,$25.54M,Mystery
Incendies,2010,Denis Villeneuve,8.3,131,18,$6.86M,Drama
Vertigo,1958,Alfred Hitchcock,8.3,128,A,$3.20M,Mystery
Citizen Kane,1941,Orson Welles,8.3,119,UA,$1.59M,Drama
El secreto de sus ojos,2009,Juan José Campanella,8.2,129,R,$6.39M,Drama
Shutter Island,2010,Martin Scorsese,8.2,138,A,$128.01M,Mystery
The Father,2020,Florian Zeller,8.2,97,UA,$340.23M,Drama
The Sixth Sense,1999,M. Night Shyamalan,8.2,107,A,$293.51M,Drama
The Thing,1982,John Carpenter,8.2,109,A,$13.78M,Horror
Chinatown,1974,Roman Polanski,8.2,130,UA,$8.49M,Drama
The Tashkent Files,2019,Vivek Agnihotri,8.1,134,UA,$340.23M,Drama
Gone Girl,2014,David Fincher,8.1,149,A,$167.77M,Drama
Kahaani,2012,Sujoy Ghosh,8.1,122,UA,$1.04M,Mystery
Harry Potter and the Deathly Hallows: Part 2,2011,David Yates,8.1,130,UA,$381.01M,Adventure
Trois couleurs: Rouge,1994,Krzysztof Kieslowski,8.1,99,U,$4.04M,Drama
The Third Man,1949,Carol Reed,8.1,104,U,$0.45M,Film-Noir
Rebecca,1940,Alfred Hitchcock,8.1,130,B,$4.36M,Drama
The Blue Elephant,2014,Marwan Hamed,8,170,B,$340.23M,Drama
Donnie Darko,2001,Richard Kelly,8,113,UA,$1.48M,Drama
Twelve Monkeys,1995,Terry Gilliam,8,129,A,$57.14M,Mystery
Solaris,1972,Andrei Tarkovsky,8,167,U,$340.23M,Drama
Sleuth,1972,Joseph L. Mankiewicz,8,138,B,$4.08M,Mystery
Anatomy of a Murder,1959,Otto Preminger,8,161,A,$11.90M,Drama
Das Cabinet des Dr. Caligari,1920,Robert Wiene,8,76,B,$340.23M,Horror
Arrival,2016,Denis Villeneuve,7.9,116,UA,$100.55M,Drama
Darbareye Elly,2009,Asghar Farhadi,7.9,119,B,$0.11M,Drama
The Man from Earth,2007,Richard Schenkman,7.9,87,B,$340.23M,Drama
Harry Potter and the Prisoner of Azkaban,2004,Alfonso Cuarón,7.9,142,U,$249.36M,Adventure
Hable con ella,2002,Pedro Almodóvar,7.9,112,R,$9.28M,Drama
Mulholland Dr.,2001,David Lynch,7.9,147,UA,$7.22M,Drama
Trois couleurs: Bleu,1993,Krzysztof Kieslowski,7.9,94,U,$1.32M,Drama
In the Heat of the Night,1967,Norman Jewison,7.9,110,U,$24.38M,Drama
Charade,1963,Stanley Donen,7.9,113,U,$13.47M,Comedy
In a Lonely Place,1950,Nicholas Ray,7.9,94,B,$340.23M,Drama
Laura,1944,Otto Preminger,7.9,88,B,$4.36M,Drama
The Thin Man,1934,W.S. Van Dyke,7.9,91,B,$340.23M,Comedy
Moon,2009,Duncan Jones,7.8,97,R,$5.01M,Drama
Das wei_e Band - Eine deutsche Kindergeschichte,2009,Michael Haneke,7.8,144,UA,$2.22M,Drama
Atonement,2007,Joe Wright,7.8,123,UA,$50.93M,Drama
The Conversation,1974,Francis Ford Coppola,7.8,113,U,$4.42M,Drama
L'avventura,1960,Michelangelo Antonioni,7.8,144,U,$340.23M,Drama
The Lady Vanishes,1938,Alfred Hitchcock,7.8,96,B,$340.23M,Mystery
Get Out,2017,Jordan Peele,7.7,104,15+,$176.04M,Horror
Le passé,2013,Asghar Farhadi,7.7,130,PG-13,$1.33M,Drama
Harry Potter and the Deathly Hallows: Part 1,2010,David Yates,7.7,146,UA,$295.98M,Adventure
Harry Potter and the Goblet of Fire,2005,Mike Newell,7.7,157,UA,$290.01M,Adventure
Abre los ojos,1997,Alejandro Amenábar,7.7,119,U,$0.37M,Drama
The Game,1997,David Fincher,7.7,129,UA,$48.32M,Drama
La double vie de Véronique,1991,Krzysztof Kieslowski,7.7,98,R,$2.00M,Drama
Spoorloos,1988,George Sluizer,7.7,107,B,$340.23M,Mystery
Searching,2018,Aneesh Chaganty,7.6,102,U/A,$26.02M,Drama
La piel que habito,2011,Pedro Almodóvar,7.6,120,R,$3.19M,Drama
The Illusionist,2006,Neil Burger,7.6,110,U,$39.87M,Drama
Saw,2004,James Wan,7.6,103,A,$56.00M,Horror
Un long dimanche de fiançailles,2004,Jean-Pierre Jeunet,7.6,133,U,$6.17M,Drama
The Others,2001,Alejandro Amenábar,7.6,101,13,$96.52M,Horror
Le violon rouge,1998,François Girard,7.6,130,R,$9.47M,Drama
Dark City,1998,Alex Proyas,7.6,100,A,$14.38M,Fantasy
Lost Highway,1997,David Lynch,7.6,134,A,$3.80M,Mystery
The Birds,1963,Alfred Hitchcock,7.6,119,A,$11.40M,Drama
Beoning,2018,Lee Chang-dong,7.5,148,UA,$0.72M,Drama
Teströl és lélekröl,2017,Ildikó Enyedi,7.5,116,A,$340.23M,Drama
The Conjuring,2013,James Wan,7.5,112,A,$137.40M,Horror
We Need to Talk About Kevin,2011,Lynne Ramsay,7.5,112,R,$1.74M,Drama
Hugo,2011,Martin Scorsese,7.5,126,U,$73.86M,Adventure
Doubt,2008,John Patrick Shanley,7.5,104,PG-13,$33.42M,Drama
Eyes Wide Shut,1999,Stanley Kubrick,7.5,159,18,$55.69M,Drama
The Devil's Advocate,1997,Taylor Hackford,7.5,144,A,$60.98M,Drama
Contact,1997,Robert Zemeckis,7.5,150,U,$100.92M,Drama
The Abyss,1989,James Cameron,7.5,140,U,$54.46M,Adventure
The Omen,1976,Richard Donner,7.5,111,A,$4.27M,Horror
Profondo rosso,1975,Dario Argento,7.5,127,B,$340.23M,Horror
The Wicker Man,1973,Robin Hardy,7.5,88,B,$0.06M,Horror
Blow-Up,1966,Michelangelo Antonioni,7.5,111,A,$340.23M,Drama
Spellbound,1945,Alfred Hitchcock,7.5,111,B,$7.00M,Film-Noir
Palm Springs,2020,Max Barbakow,7.4,90,A,$340.23M,Comedy
The Lighthouse,2019,Robert Eggers,7.4,109,18,$0.43M,Drama
Gi-eok-ui bam,2017,Hang-jun Jang,7.4,108,16,$340.23M,Mystery
Durante la tormenta,2018,Oriol Paulo,7.4,128,18,$340.23M,Drama
Gokseong,2016,Na Hong-jin,7.4,156,B,$340.23M,Drama
Remember,2015,Atom Egoyan,7.4,94,R,$0.64M,Drama
Dans la maison,2012,François Ozon,7.4,105,R,$0.35M,Drama
Cloud Atlas,2012,"Directors:Tom Tykwer, Lana Wachowski, Lilly Wachowski",7.4,172,A,$27.11M,Drama
[Rec],2007,"Directors:Jaume Balagueró, Paco Plaza",7.4,78,A,$340.23M,Horror
Bhool Bhulaiyaa,2007,Priyadarshan,7.4,159,UA,$1.07M,Comedy
El orfanato,2007,J.A. Bayona,7.4,105,R,$7.16M,Drama
The Constant Gardener,2005,Fernando Meirelles,7.4,129,U,$33.58M,Drama
Harry Potter and the Chamber of Secrets,2002,Chris Columbus,7.4,161,U,$261.99M,Adventure
K-PAX,2001,Iain Softley,7.4,120,U,$50.34M,Drama
Scream,1996,Wes Craven,7.4,111,A,$103.05M,Horror
Jacob's Ladder,1990,Adrian Lyne,7.4,113,A,$26.12M,Drama
Carrie,1976,Brian De Palma,7.4,98,A,$33.80M,Horror
Picnic at Hanging Rock,1975,Peter Weir,7.4,115,U,$0.23M,Drama
A Shot in the Dark,1964,Blake Edwards,7.4,102,PG,$12.37M,Comedy
To Catch a Thief,1955,Alfred Hitchcock,7.4,106,A,$8.75M,Mystery
Hereditary,2018,Ari Aster,7.3,127,A,$44.07M,Drama
The Conjuring 2,2016,James Wan,7.3,134,UA,$102.47M,Horror
I Origins,2014,Mike Cahill,7.3,106,R,$0.33M,Drama
La cara oculta,2011,Andrés Baiz,7.3,97,R,$340.23M,Drama
Caché,2005,Michael Haneke,7.3,117,R,$3.63M,Drama
Identity,2003,James Mangold,7.3,90,A,$52.16M,Mystery
Unbreakable,2000,M. Night Shyamalan,7.3,106,UA,$95.01M,Drama
Sleepy Hollow,1999,Tim Burton,7.3,105,UA,$101.07M,Fantasy
Pi,1998,Darren Aronofsky,7.3,84,R,$3.22M,Drama
Death and the Maiden,1994,Roman Polanski,7.3,103,A,$2.10M,Drama
Manhattan Murder Mystery,1993,Woody Allen,7.3,104,PG,$11.29M,Comedy
Suspicion,1941,Alfred Hitchcock,7.3,99,B,$4.50M,Film-Noir
Coherence,2013,James Ward Byrkit,7.2,89,B,$0.07M,Drama
10 Cloverfield Lane,2016,Dan Trachtenberg,7.2,103,A,$72.08M,Drama
The Fountain,2006,Darren Aronofsky,7.2,97,U,$10.14M,Drama
Broken Flowers,2005,Jim Jarmusch,7.2,106,UA,$13.74M,Comedy
Gosford Park,2001,Robert Altman,7.2,137,U,$41.31M,Comedy
Insomnia,2002,Christopher Nolan,7.2,118,UA,$67.36M,Drama
Ringu,1998,Hideo Nakata,7.2,96,UA,$340.23M,Horror
Cube,1997,Vincenzo Natali,7.2,90,UA,$0.50M,Drama
Twin Peaks: Fire Walk with Me,1992,David Lynch,7.2,134,B,$4.16M,Drama
Angel Heart,1987,Alan Parker,7.2,113,A,$17.19M,Horror
The Changeling,1980,Peter Medak,7.2,107,UA,$340.23M,Horror
Don't Look Now,1973,Nicolas Roeg,7.2,110,U,$0.98M,Drama
The Andromeda Strain,1971,Robert Wise,7.2,131,U,$3.42M,Mystery
The Wolf Man,1941,George Waggner,7.2,70,B,$340.23M,Horror
Last Night in Soho,2021,Edgar Wright,7.1,116,A,$340.23M,Drama
Black Mirror: Bandersnatch,2018,David Slade,7.1,90,18,$340.23M,Drama
Where the Crawdads Sing,2022,Olivia Newman,7.1,125,UA,$340.23M,Drama
Midsommar,2019,Ari Aster,7.1,148,A,$27.33M,Drama
First Reformed,2017,Paul Schrader,7.1,113,R,$3.45M,Drama
Julieta,2016,Pedro Almodóvar,7.1,99,R,$1.49M,Drama
Winter's Bone,2010,Debra Granik,7.1,100,R,$6.53M,Drama
Let Me In,2010,Matt Reeves,7.1,116,UA,$12.13M,Drama
The Invisible Man,2020,Leigh Whannell,7.1,124,A,$70.41M,Drama
The Tragedy of Macbeth,2021,Joel Coen,7.1,105,A,$340.23M,Drama
Los cronocrímenes,2007,Nacho Vigalondo,7.1,92,R,$0.04M,Horror
The Jacket,2005,John Maybury,7.1,103,A,$6.30M,Drama
"Janghwa, Hongryeon",2003,Jee-woon Kim,7.1,114,UA,$340.23M,Drama
The Ring,2002,Gore Verbinski,7.1,115,UA,$129.13M,Horror
_dishon,1999,Takashi Miike,7.1,115,B,$340.23M,Drama
In the Mouth of Madness,1994,John Carpenter,7.1,95,A,$8.95M,Drama
Black Christmas,1974,Bob Clark,7.1,98,A,$4.05M,Horror
Carnival of Souls,1962,Herk Harvey,7.1,78,B,$340.23M,Horror
Thelma,2017,Joachim Trier,7,116,B,$0.15M,Drama
The Killing of a Sacred Deer,2017,Yorgos Lanthimos,7,121,18,$2.29M,Drama
The Gift,2015,Joel Edgerton,7,108,A,$43.77M,Drama
The Words,2012,"Directors:Brian Klugman, Lee Sternthal",7,102,PG-13,$11.49M,Drama
Buried,2010,Rodrigo Cortés,7,95,U,$1.03M,Drama
Prometheus,2012,Ridley Scott,7,124,A,$126.48M,Adventure
Tinker Tailor Soldier Spy,2011,Tomas Alfredson,7,127,A,$24.15M,Drama
The Cabin in the Woods,2011,Drew Goddard,7,95,A,$42.07M,Horror
Orphan,2009,Jaume Collet-Serra,7,123,A,$41.60M,Horror
Shutter,2004,"Directors:Banjong Pisanthanakun, Parkpoom Wongpoom",7,97,B,$340.23M,Horror
Holes,2003,Andrew Davis,7,117,PG,$67.41M,Adventure
The Thirteenth Floor,1999,Josef Rusnak,7,100,R,$15.50M,Mystery
The X Files,1998,Rob Bowman,7,121,PG-13,$83.90M,Drama
Basic Instinct,1992,Paul Verhoeven,7,127,A,$117.73M,Drama
The Boys from Brazil,1978,Franklin J. Schaffner,7,125,B,$19.00M,Drama
"Alphaville, une étrange aventure de Lemmy Caution",1965,Jean-Luc Godard,7,99,B,$0.05M,Drama
The Trouble with Harry,1955,Alfred Hitchcock,7,99,A,$340.23M,Comedy
Tully,2018,Jason Reitman,6.9,95,R,$9.23M,Comedy
The VVitch: A New-England Folktale,2015,Robert Eggers,6.9,92,R,$25.14M,Drama
Enemy,2013,Denis Villeneuve,6.9,91,15+,$1.01M,Drama
Triangle,2009,Christopher Smith,6.9,99,A,$340.23M,Fantasy
Pig,2021,Michael Sarnoski,6.9,92,R,$340.23M,Drama
Nope,2022,Jordan Peele,6.9,130,A,$340.23M,Horror
Extremely Loud & Incredibly Close,2011,Stephen Daldry,6.9,129,PG-13,$31.85M,Adventure
Wicker Park,2004,Paul McGuigan,6.9,114,PG-13,$12.83M,Drama
Vanilla Sky,2001,Cameron Crowe,6.9,136,18,$100.61M,Fantasy
Hearts in Atlantis,2001,Scott Hicks,6.9,101,UA,$24.19M,Drama
Stir of Echoes,1999,David Koepp,6.9,99,R,$21.13M,Horror
Presumed Innocent,1990,Alan J. Pakula,6.9,127,UA,$86.30M,Mystery
Us,2019,Jordan Peele,6.8,116,A,$175.08M,Horror
The Autopsy of Jane Doe,2016,André _vredal,6.8,86,18,$0.01M,Horror
It Follows,2014,David Robert Mitchell,6.8,100,18,$14.67M,Horror
Mr. Holmes,2015,Bill Condon,6.8,104,PG,$17.74M,Drama
Annihilation,2018,Alex Garland,6.8,115,18,$32.73M,Adventure
The Babadook,2014,Jennifer Kent,6.8,94,A,$0.92M,Horror
Sinister,2012,Scott Derrickson,6.8,110,A,$48.09M,Horror
Eliza Graves,2014,Brad Anderson,6.8,112,PG-13,$340.23M,Drama
Odd Thomas,2013,Stephen Sommers,6.8,100,B,$340.23M,Comedy
Insidious,2010,James Wan,6.8,103,UA,$54.01M,Horror
Martha Marcy May Marlene,2011,Sean Durkin,6.8,102,R,$2.98M,Drama
The Imaginarium of Doctor Parnassus,2009,Terry Gilliam,6.8,123,PG-13,$7.69M,Adventure
Inland Empire,2006,David Lynch,6.8,180,UA,$0.75M,Drama
1408,2007,Mikael Håfström,6.8,104,A,$71.99M,Fantasy
Signs,2002,M. Night Shyamalan,6.8,106,UA,$227.97M,Drama
Spider,2002,David Cronenberg,6.8,98,R,$1.64M,Drama
eXistenZ,1999,David Cronenberg,6.8,97,B,$2.84M,Horror
The Firm,1993,Sydney Pollack,6.8,154,UA,$158.35M,Drama
The Witches,1990,Nicolas Roeg,6.8,91,U,$10.36M,Adventure
The 'Burbs,1989,Joe Dante,6.8,102,U,$36.60M,Comedy
Fear Street: 1978,2021,Leigh Janiak,6.7,109,18,$340.23M,Drama
Freaks,2018,"Directors:Zach Lipovsky, Adam B. Stein",6.7,105,R,$340.23M,Drama
Run,2020,Aneesh Chaganty,6.7,90,PG-13,$340.23M,Mystery
Saint Maud,2019,Rose Glass,6.7,84,R,$340.23M,Drama
The Vast of Night,2019,Andrew Patterson,6.7,91,13,$340.23M,Drama
I Am Mother,2019,Grant Sputore,6.7,113,16,$340.23M,Drama
Summer of 84,2018,"Directors:François Simard, Anouk Whissell, Yoann-Karl Whissell",6.7,105,B,$0.09M,Drama
Housebound,2014,Gerard Johnstone,6.7,107,B,$340.23M,Comedy
"Ich seh, Ich seh",2014,"Directors:Severin Fiala, Veronika Franz",6.7,99,A,$1.17M,Horror
Los ojos de Julia,2010,Guillem Morales,6.7,118,B,$340.23M,Horror
Suspiria,2018,Luca Guadagnino,6.7,152,A,$2.47M,Drama
Proof,2005,John Madden,6.7,100,PG-13,$7.52M,Drama
Stay,2005,Marc Forster,6.7,99,UA,$3.63M,Drama
Gin gwai,2002,"Directors:Danny Pang, Oxide Chun Pang",6.7,99,R,$0.50M,Drama
Honogurai mizu no soko kara,2002,Hideo Nakata,6.7,101,UA,$340.23M,Drama
Cypher,2002,Vincenzo Natali,6.7,95,R,$340.23M,Mystery
The Gift,2000,Sam Raimi,6.7,112,R,$12.01M,Drama
The Ninth Gate,1999,Roman Polanski,6.7,133,UA,$18.66M,Mystery
From Hell,2001,"Directors:Albert Hughes, Allen Hughes",6.7,122,A,$31.60M,Horror
Return to Oz,1985,Walter Murch,6.7,113,U,$340.23M,Adventure
The Quiet Earth,1985,Geoff Murphy,6.7,91,UA,$2.12M,Drama
2010: The Year We Make Contact,1984,Peter Hyams,6.7,116,B,$40.20M,Adventure
Fear Street: 1666,2021,Leigh Janiak,6.6,114,18,$340.23M,Horror
Marrowbone,2017,Sergio G. Sánchez,6.6,110,R,$0.00M,Adventure
Happy Death Day,2017,Christopher Landon,6.6,96,UA,$55.68M,Comedy
Mother!,2017,Darren Aronofsky,6.6,121,A,$17.80M,Drama
Bird Box,2018,Susanne Bier,6.6,124,18,$340.23M,Horror
Midnight Special,2016,Jeff Nichols,6.6,112,PG-13,$3.71M,Drama
The Invitation,2015,Karyn Kusama,6.6,100,18,$0.23M,Drama
X,2022,Ti West,6.6,105,R,$340.23M,Horror
Saw II,2005,Darren Lynn Bousman,6.6,93,A,$87.04M,Horror
The Da Vinci Code,2006,Ron Howard,6.6,149,(Banned),$217.54M,Mystery
The Village,2004,M. Night Shyamalan,6.6,108,UA,$114.20M,Drama
The Manchurian Candidate,2004,Jonathan Demme,6.6,129,18,$65.96M,Drama
What Lies Beneath,2000,Robert Zemeckis,6.6,130,A,$155.46M,Drama
Powder,1995,Victor Salva,6.6,111,PG-13,$30.86M,Drama
Copycat,1995,Jon Amiel,6.6,123,A,$32.05M,Drama
The Night House,2020,David Bruckner,6.5,107,A,$340.23M,Horror
Possessor,2020,Brandon Cronenberg,6.5,103,18,$340.23M,Horror
Annabelle: Creation,2017,David F. Sandberg,6.5,109,A,$102.09M,Horror
The Endless,2017,"Directors:Justin Benson, Aaron Moorhead",6.5,111,B,$0.27M,Drama
Ad Astra,2019,James Gray,6.5,123,12+,$50.19M,Adventure
Crimson Peak,2015,Guillermo del Toro,6.5,119,R,$31.09M,Drama
Oculus,2013,Mike Flanagan,6.5,104,A,$27.70M,Horror
Insidious: Chapter 2,2013,James Wan,6.5,106,A,$83.59M,Horror
The Double,2013,Richard Ayoade,6.5,93,R,$0.20M,Comedy
Host,2020,Rob Savage,6.5,57,B,$340.23M,Horror
A Perfect Getaway,2009,David Twohy,6.5,98,R,$15.48M,Drama
Blindness,2008,Fernando Meirelles,6.5,121,R,$3.07M,Drama
The Skeleton Key,2005,Iain Softley,6.5,104,PG-13,$47.81M,Drama
Silent Hill,2006,Christophe Gans,6.5,125,R,$46.98M,Horror
Secret Window,2004,David Koepp,6.5,96,UA,$48.02M,Drama
Dead End,2003,"Directors:Jean-Baptiste Andrea, Fabrice Canepa",6.5,85,R,$340.23M,Adventure
The Blair Witch Project,1999,"Directors:Daniel Myrick, Eduardo Sánchez",6.5,81,UA,$140.54M,Horror
The Faculty,1998,Robert Rodriguez,6.5,104,UA,$40.06M,Horror
Stealing Beauty,1996,Bernardo Bertolucci,6.5,118,R,$4.57M,Drama
The Exorcist III,1990,William Peter Blatty,6.5,110,A,$26.10M,Drama
Unsane,2018,Steven Soderbergh,6.4,98,B,$7.73M,Drama
Ghostland,2018,Pascal Laugier,6.4,91,B,$340.23M,Drama
A Cure for Wellness,2016,Gore Verbinski,6.4,146,R,$8.11M,Drama
Luckiest Girl Alive,2022,Mike Barker,6.4,113,A,$340.23M,Drama
White Bird in a Blizzard,2014,Gregg Araki,6.4,91,R,$0.03M,Drama
Europa Report,2013,Sebastián Cordero,6.4,97,PG-13,$0.13M,Adventure
Before I Fall,2017,Ry Russo-Young,6.4,98,PG-13,$12.24M,Drama
The Awakening,2011,Nick Murphy,6.4,102,R,$340.23M,Drama
The Lucky One,2012,Scott Hicks,6.4,101,UA,$60.46M,Drama
Chehre,2021,Rumi Jaffery,6.4,139,UA,$340.23M,Drama
Alice in Wonderland,2010,Tim Burton,6.4,108,U,$334.19M,Adventure
The Mothman Prophecies,2002,Mark Pellington,6.4,119,UA,$35.75M,Drama
Session 9,2001,Brad Anderson,6.4,100,R,$0.38M,Drama
Wes Craven's New Nightmare,1994,Wes Craven,6.4,112,UA,$18.09M,Fantasy
The People Under the Stairs,1991,Wes Craven,6.4,102,A,$24.20M,Comedy
Friday the 13th,1980,Sean S. Cunningham,6.4,95,A,$39.75M,Horror
Star Trek: The Motion Picture - The Director's Edition,1979,Robert Wise,6.4,143,U,$82.26M,Adventure
The Conjuring: The Devil Made Me Do It,2021,Michael Chaves,6.3,112,A,$65.63M,Horror
Apostle,2018,Gareth Evans,6.3,130,18,$340.23M,Drama
The Ritual,2017,David Bruckner,6.3,94,18,$340.23M,Horror
Lights Out,2016,David F. Sandberg,6.3,81,A,$67.27M,Horror
Paper Towns,2015,Jake Schreier,6.3,109,PG-13,$32.00M,Adventure
Project Almanac,2015,Dean Israelite,6.3,106,PG-13,$22.35M,Drama
The Loft,2014,Erik Van Looy,6.3,108,R,$5.98M,Mystery
While We're Young,2014,Noah Baumbach,6.3,97,R,$7.57M,Comedy
Before I Go to Sleep,2014,Rowan Joffe,6.3,92,R,$2.96M,Drama
Under the Skin,2013,Jonathan Glazer,6.3,108,R,$2.61M,Drama
Devil,2010,John Erick Dowdle,6.3,80,UA,$33.58M,Horror
Paranormal Activity,2007,Oren Peli,6.3,86,UA,$107.92M,Horror
The House of the Devil,2009,Ti West,6.3,95,R,$0.10M,Horror
Scream,2022,"Directors:Matt Bettinelli-Olpin, Tyler Gillett",6.3,114,A,$340.23M,Horror
Dear John,2010,Lasse Hallström,6.3,108,U,$80.01M,Drama
The Uninvited,2009,"Directors:Charles Guard, Thomas Guard",6.3,87,PG-13,$28.57M,Drama
"Hail, Caesar!",2016,"Directors:Ethan Coen, Joel Coen",6.3,106,UA,$30.50M,Comedy
Flightplan,2005,Robert Schwentke,6.3,98,U,$89.71M,Drama
Don't Say a Word,2001,Gary Fleder,6.3,113,U,$55.00M,Drama
Scream 2,1997,Wes Craven,6.3,120,UA,$101.36M,Horror
The Vanishing,1993,George Sluizer,6.3,109,UA,$14.54M,Drama
Happy Death Day 2U,2019,Christopher Landon,6.2,100,UA,$28.05M,Comedy
Fear Street: 1994,2021,Leigh Janiak,6.2,107,18,$340.23M,Drama
The Empty Man,2020,David Prior,6.2,137,18,$340.23M,Horror
Color Out of Space,2019,Richard Stanley,6.2,111,B,$340.23M,Horror
It Comes at Night,2017,Trey Edward Shults,6.2,91,B,$13.99M,Drama
Ouija: Origin of Evil,2016,Mike Flanagan,6.2,99,A,$35.14M,Drama
The Visit,2015,M. Night Shyamalan,6.2,94,A,$65.21M,Horror
Scary Stories to Tell in the Dark,2019,André _vredal,6.2,108,UA,$62.74M,Adventure
Berlin Syndrome,2017,Cate Shortland,6.2,116,A,$0.03M,Drama
"As Above, So Below",2014,John Erick Dowdle,6.2,93,16,$21.20M,Horror
Alice Through the Looking Glass,2016,James Bobin,6.2,113,U,$77.04M,Adventure
Open Grave,2013,Gonzalo López-Gallego,6.2,102,Unrated,$340.23M,Horror
Red Lights,2012,Rodrigo Cortés,6.2,114,A,$0.05M,Drama
Scream 4,2011,Wes Craven,6.2,111,A,$38.18M,Comedy
Dorian Gray,2009,Oliver Parker,6.2,112,R,$340.23M,Drama
The Thing,2011,Matthijs van Heijningen Jr.,6.2,103,A,$16.93M,Horror
The Nines,2007,John August,6.2,100,R,$0.06M,Drama
Case 39,2009,Christian Alvart,6.2,109,R,$13.25M,Horror
Birth,2004,Jonathan Glazer,6.2,100,R,$5.01M,Drama
Solaris,2002,Steven Soderbergh,6.2,99,U,$14.97M,Drama
Jeepers Creepers,2001,Victor Salva,6.2,90,A,$37.90M,Horror
The Hole,2001,Nick Hamm,6.2,102,B,$340.23M,Drama
The Arrival,1996,David Twohy,6.2,115,PG-13,$14.05M,Mystery
Brightburn,2019,David Yarovesky,6.1,90,A,$17.30M,Drama
Personal Shopper,2016,Olivier Assayas,6.1,105,R,$1.31M,Mystery
Insidious: Chapter 3,2015,Leigh Whannell,6.1,97,A,$52.22M,Horror
Winter's Tale,2014,Akiva Goldsman,6.1,118,A,$0.02M,Drama
Grave Encounters,2011,"Directors:Colin Minihan, Stuart Ortiz, The Vicious Brothers",6.1,92,B,$340.23M,Horror
Mirrors,2008,Alexandre Aja,6.1,110,A,$30.69M,Horror
The Strangers,2008,Bryan Bertino,6.1,86,R,$52.60M,Horror
Dead Silence,2007,James Wan,6.1,89,UA,$16.81M,Horror
Dragonfly,2002,Tom Shadyac,6.1,104,UA,$30.06M,Drama
Relic,2020,Natalie Erika James,6,89,R,$340.23M,Drama
The Lodge,2019,"Directors:Severin Fiala, Veronika Franz",6,108,18,$340.23M,Drama
Unfriended: Dark Web,2018,Stephen Susco,6,92,16,$8.78M,Horror
The Boy,2016,William Brent Bell,6,97,UA,$35.82M,Horror
The Taking,2014,Adam Robitel,6,90,R,$340.23M,Horror
Circle,2015,"Directors:Aaron Hann, Mario Miscione",6,87,B,$340.23M,Drama
The Signal,2014,William Eubank,6,97,PG-13,$0.60M,Drama
Greta,2018,Neil Jordan,6,98,UA,$10.52M,Drama
The Zero Theorem,2013,Terry Gilliam,6,107,R,$0.22M,Comedy
Rebecca,2020,Ben Wheatley,6,123,18,$340.23M,Drama
The House with a Clock in Its Walls,2018,Eli Roth,6,105,UA,$68.55M,Comedy
Dream House,2011,Jim Sheridan,6,92,PG-13,$21.28M,Drama
Saw VI,2009,Kevin Greutert,6,90,A,$27.69M,Horror
The Rite,2011,Mikael Håfström,6,114,PG-13,$33.05M,Drama
