Movie_Title,Year,Director,Rating,Runtime(Mins),Censor,Total_Gross,main_genre
"Good Morning, Vietnam",1987,Barry Levinson,7.3,121,UA,$123.92M,Biography
Dolemite Is My Name,2019,Craig Brewer,7.2,118,R,$340.23M,Biography
The Report,2019,Scott Z. Burns,7.2,119,R,$340.23M,Biography
The Post,2017,Steven Spielberg,7.2,116,UA,$81.90M,Biography
Vice,2018,Adam McKay,7.2,132,R,$47.84M,Biography
The Professor and the Madman,2019,Farhad Safinia,7.2,124,B,$340.23M,Biography
Papillon,2017,Michael Noer,7.2,133,A,$2.34M,Adventure
The Founder,2016,John Lee Hancock,7.2,115,B,$12.79M,Biography
The End of the Tour,2015,James Ponsoldt,7.2,106,R,$2.99M,Biography
Stan & Ollie,2018,Jon S. Baird,7.2,98,PG,$5.47M,Biography
A Beautiful Day in the Neighborhood,2019,Marielle Heller,7.2,109,UA,$61.70M,Biography
Steve Jobs,2015,Danny Boyle,7.2,122,A,$17.77M,Biography
The Sessions,2012,Ben Lewin,7.2,95,R,$6.00M,Biography
Testament of Youth,2014,James Kent,7.2,129,PG-13,$1.82M,Biography
The Butler,2013,Lee Daniels,7.2,132,A,$116.63M,Biography
Conviction,2010,Tony Goldwyn,7.2,107,R,$6.78M,Biography
Lawless,2012,John Hillcoat,7.2,116,R,$37.40M,Biography
Secretariat,2010,Randall Wallace,7.2,123,PG,$59.71M,Biography
The Young Victoria,2009,Jean-Marc Vallée,7.2,105,PG,$11.00M,Biography
Che: Part One,2008,Steven Soderbergh,7.2,134,B,$1.73M,Biography
An American Crime,2007,Tommy O'Haver,7.2,98,R,$340.23M,Biography
The Man Who Knew Infinity,2015,Matt Brown,7.2,108,U,$3.87M,Biography
Glory Road,2006,James Gartner,7.2,118,U,$42.64M,Biography
Before Night Falls,2000,Julian Schnabel,7.2,133,R,$4.22M,Biography
Men of Honor,2000,George Tillman Jr.,7.2,129,UA,$48.82M,Biography
The Doors,1991,Oliver Stone,7.2,140,U,$35.18M,Biography
Born on the Fourth of July,1989,Oliver Stone,7.2,145,A,$70.00M,Biography
Mask,1985,Peter Bogdanovich,7.2,120,UA,$48.23M,Biography
Bad Education,2019,Cory Finley,7.1,108,B,$340.23M,Biography
Fighting with My Family,2019,Stephen Merchant,7.1,108,A,$22.96M,Biography
On the Basis of Sex,2018,Mimi Leder,7.1,120,UA 13+,$24.62M,Biography
Can You Ever Forgive Me?,2018,Marielle Heller,7.1,106,A,$8.80M,Biography
Miracles from Heaven,2016,Patricia Riggen,7.1,109,PG,$61.71M,Biography
The Dig,2021,Simon Stone,7.1,112,16,$340.23M,Biography
Race,2016,Stephen Hopkins,7.1,134,UA,$19.10M,Biography
Concussion,2015,Peter Landesman,7.1,123,PG-13,$34.54M,Biography
The Glass Castle,2017,Destin Daniel Cretton,7.1,127,PG-13,$17.27M,Biography
Wild,2014,Jean-Marc Vallée,7.1,115,18,$37.88M,Adventure
Mandela: Long Walk to Freedom,2013,Justin Chadwick,7.1,141,UA,$8.32M,Biography
Tracks,2013,John Curran,7.1,112,PG-13,$0.51M,Adventure
The Railway Man,2013,Jonathan Teplitzky,7.1,116,R,$4.44M,Biography
War Dogs,2016,Todd Phillips,7.1,114,A,$43.03M,Biography
Goodbye Christopher Robin,2017,Simon Curtis,7.1,107,UA,$1.74M,Biography
Chasing Mavericks,2012,"Directors:Michael Apted, Curtis Hanson",7.1,116,UA,$6.00M,Biography
The Devil's Double,2011,Lee Tamahori,7.1,109,R,$1.36M,Biography
Nowhere Boy,2009,Sam Taylor-Johnson,7.1,98,R,$1.45M,Biography
Agora,2009,Alejandro Amenábar,7.1,127,R,$0.62M,Adventure
The Whistleblower,2010,Larysa Kondracki,7.1,112,A,$1.12M,Biography
The Danish Girl,2015,Tom Hooper,7.1,119,A,$11.11M,Biography
Kinsey,2004,Bill Condon,7.1,118,R,$10.21M,Biography
Lords of Dogtown,2005,Catherine Hardwicke,7.1,107,PG-13,$11.01M,Biography
Chopper,2000,Andrew Dominik,7.1,94,A,$0.23M,Biography
Seven Years in Tibet,1997,Jean-Jacques Annaud,7.1,136,U,$37.96M,Adventure
Michael Collins,1996,Neil Jordan,7.1,133,UA,$11.09M,Biography
Nixon,1995,Oliver Stone,7.1,192,R,$13.56M,Biography
Alive,1993,Frank Marshall,7.1,120,U,$36.73M,Biography
Out of Africa,1985,Sydney Pollack,7.1,161,U,$87.10M,Biography
Chariots of Fire,1981,Hugh Hudson,7.1,125,U,$58.97M,Biography
American Animals,2018,Bart Layton,7,116,R,$2.86M,Biography
Professor Marston and the Wonder Women,2017,Angela Robinson,7,108,R,$1.59M,Biography
Loving,2016,Jeff Nichols,7,123,PG-13,$7.70M,Biography
Colonia,2015,Florian Gallenberger,7,110,R,$340.23M,Biography
Danny Collins,2015,Dan Fogelman,7,106,R,$5.35M,Biography
The Zookeeper's Wife,2017,Niki Caro,7,127,A,$17.45M,Biography
Million Dollar Arm,2014,Craig Gillespie,7,124,PG,$36.45M,Biography
Soul Surfer,2011,Sean McNamara,7,112,PG,$43.85M,Biography
Pawn Sacrifice,2014,Edward Zwick,7,115,UA,$2.44M,Biography
Kill the Irishman,2011,Jonathan Hensleigh,7,106,R,$1.19M,Biography
The Infiltrator,2016,Brad Furman,7,127,R,$15.43M,Biography
Behind the Candelabra,2013,Steven Soderbergh,7,118,B,$340.23M,Biography
Julie & Julia,2009,Nora Ephron,7,123,UA,$94.13M,Biography
Big Eyes,2014,Tim Burton,7,106,U,$14.48M,Biography
Foxcatcher,2014,Bennett Miller,7,134,R,$12.10M,Biography
Gangubai Kathiawadi,2022,Sanjay Leela Bhansali,7,152,UA,$340.23M,Biography
The Dirt,2019,Jeff Tremaine,7,107,B,$340.23M,Biography
Miss Potter,2006,Chris Noonan,7,88,PG,$2.98M,Biography
Charlie Wilson's War,2007,Mike Nichols,7,102,UA,$66.66M,Biography
Invincible,2006,Ericson Core,7,105,PG,$57.79M,Biography
Gridiron Gang,2006,Phil Joanou,7,125,PG-13,$38.43M,Biography
Find Me Guilty,2006,Sidney Lumet,7,125,R,$1.17M,Biography
Jarhead,2005,Sam Mendes,7,125,R,$62.66M,Biography
Becoming Jane,2007,Julian Jarrold,7,120,PG,$18.67M,Biography
Breach,2007,Billy Ray,7,110,PG-13,$33.23M,Biography
Bobby,2006,Emilio Estevez,7,117,R,$11.24M,Biography
Confessions of a Dangerous Mind,2002,George Clooney,7,113,R,$16.00M,Biography
Pollock,2000,Ed Harris,7,122,R,$8.60M,Biography
Kundun,1997,Martin Scorsese,7,134,PG-13,$5.53M,Biography
Henry: Portrait of a Serial Killer,1986,John McNaughton,7,83,A,$0.61M,Biography
Gorillas in the Mist: The Story of Dian Fossey,1988,Michael Apted,7,129,U,$24.72M,Biography
Sid and Nancy,1986,Alex Cox,7,112,B,$2.83M,Biography
Cleopatra,1963,Joseph L. Mankiewicz,7,192,A,$57.78M,Biography
Boy Erased,2018,Joel Edgerton,6.9,115,Unrated,$6.79M,Biography
At Eternity's Gate,2018,Julian Schnabel,6.9,111,PG-13,$2.29M,Biography
Borg McEnroe,2017,Janus Metz,6.9,107,UA,$14.11M,Biography
Stronger,2017,David Gordon Green,6.9,119,R,$4.21M,Biography
Legend,2015,Brian Helgeland,6.9,132,A,$1.87M,Biography
The Highwaymen,2019,John Lee Hancock,6.9,132,16,$340.23M,Biography
My Week with Marilyn,2011,Simon Curtis,6.9,99,R,$14.60M,Biography
Black Mass,2015,Scott Cooper,6.9,123,A,$62.58M,Biography
Kill the Messenger,2014,Michael Cuesta,6.9,112,A,$2.45M,Biography
The Duchess,2008,Saul Dibb,6.9,110,PG-13,$13.82M,Biography
Bright Star,2009,Jane Campion,6.9,119,PG,$4.44M,Biography
Goya's Ghosts,2006,Milos Forman,6.9,113,R,$1.00M,Biography
Alpha Dog,2006,Nick Cassavetes,6.9,122,R,$15.23M,Biography
The Assassination of Richard Nixon,2004,Niels Mueller,6.9,95,R,$0.70M,Biography
Girl with a Pearl Earring,2003,Peter Webber,6.9,100,U,$11.63M,Biography
Radio,2003,Michael Tollin,6.9,109,PG,$52.28M,Biography
Bully,2001,Larry Clark,6.9,108,R,$1.54M,Biography
Private Parts,1997,Betty Thomas,6.9,109,R,$41.20M,Biography
Rob Roy,1995,Michael Caton-Jones,6.9,139,R,$31.60M,Adventure
La Bamba,1987,Luis Valdez,6.9,108,U,$54.22M,Biography
Judy,2019,Rupert Goold,6.8,118,UA,$340.23M,Biography
Munich: The Edge of War,2021,Christian Schwochow,6.8,130,13,$340.23M,Biography
Bombshell,2019,Jay Roach,6.8,109,A,$340.23M,Biography
"Don't Worry, He Won't Get Far on Foot",2018,Gus Van Sant,6.8,114,R,$1.44M,Biography
Victoria & Abdul,2017,Stephen Frears,6.8,111,UA,$22.25M,Biography
Escape from Pretoria,2020,Francis Annan,6.8,106,PG-13,$340.23M,Biography
All the Money in the World,2017,Ridley Scott,6.8,132,UA,$25.11M,Biography
Florence Foster Jenkins,2016,Stephen Frears,6.8,111,U,$27.37M,Biography
Tolkien,2019,Dome Karukoski,6.8,112,PG-13,$4.54M,Biography
Mr. Turner,2014,Mike Leigh,6.8,150,R,$3.96M,Biography
The 33,2015,Patricia Riggen,6.8,127,UA,$12.19M,Biography
Jersey Boys,2014,Clint Eastwood,6.8,134,R,$47.03M,Biography
Bernie,2011,Richard Linklater,6.8,99,PG-13,$9.20M,Biography
Bleed for This,2016,Ben Younger,6.8,117,R,$4.85M,Biography
The Iceman,2012,Ariel Vromen,6.8,106,A,$1.94M,Biography
Mank,2020,David Fincher,6.8,131,16,$340.23M,Biography
Fair Game,2010,Doug Liman,6.8,108,(Banned),$9.53M,Biography
Hitchcock,2012,Sacha Gervasi,6.8,98,UA,$6.01M,Biography
The Stanford Prison Experiment,2015,Kyle Patrick Alvarez,6.8,122,R,$0.64M,Biography
Elizabeth: The Golden Age,2007,Shekhar Kapur,6.8,114,PG-13,$16.29M,Biography
Che: Part Two,2008,Steven Soderbergh,6.8,135,B,$340.23M,Biography
I'm Not There,2007,Todd Haynes,6.8,135,R,$4.02M,Biography
Patch Adams,1998,Tom Shadyac,6.8,115,U,$135.03M,Biography
Selena,1997,Gregory Nava,6.8,127,UA,$35.42M,Biography
Bugsy,1991,Barry Levinson,6.8,136,R,$49.11M,Biography
Battle of the Sexes,2017,"Directors:Jonathan Dayton, Valerie Faris",6.7,121,UA,$12.64M,Biography
The Lady in the Van,2015,Nicholas Hytner,6.7,104,PG-13,$10.02M,Biography
The Old Man & the Gun,2018,David Lowery,6.7,93,UA,$11.28M,Biography
"Extremely Wicked, Shockingly Evil and Vile",2019,Joe Berlinger,6.7,110,R,$340.23M,Biography
Jackie,2016,Pablo Larraín,6.7,100,UA,$13.96M,Biography
Hysteria,2011,Tanya Wexler,6.7,100,R,$1.80M,Biography
Taking Woodstock,2009,Ang Lee,6.7,120,A,$7.44M,Biography
Coco avant Chanel,2009,Anne Fontaine,6.7,105,PG-13,$6.11M,Biography
The Soloist,2009,Joe Wright,6.7,117,PG-13,$31.67M,Biography
The Other Boleyn Girl,2008,Justin Chadwick,6.7,115,A,$26.81M,Biography
The New World,2005,Terrence Malick,6.7,135,PG-13,$12.71M,Biography
Ali,2001,Michael Mann,6.7,157,UA,$58.20M,Biography
The Eyes of Tammy Faye,2021,Michael Showalter,6.6,126,UA 16+,$340.23M,Biography
Operation Finale,2018,Chris Weitz,6.6,122,PG-13,$17.61M,Biography
Whiskey Tango Foxtrot,2016,"Directors:Glenn Ficarra, John Requa",6.6,112,R,$23.05M,Biography
Joy,2015,David O. Russell,6.6,124,U,$56.45M,Biography
Spencer,2021,Pablo Larraín,6.6,117,UA,$340.23M,Biography
The Lost City of Z,2016,James Gray,6.6,141,UA,$8.58M,Adventure
House of Gucci,2021,Ridley Scott,6.6,158,A,$340.23M,Biography
I Love You Phillip Morris,2009,"Directors:Glenn Ficarra, John Requa",6.6,102,R,$2.04M,Biography
A Mighty Heart,2007,Michael Winterbottom,6.6,108,A,$9.18M,Biography
Notorious,2009,George Tillman Jr.,6.6,122,R,$36.84M,Biography
Being the Ricardos,2021,Aaron Sorkin,6.5,131,UA 13+,$340.23M,Biography
Imperium,2016,Daniel Ragussis,6.5,109,R,$340.23M,Biography
The Current War,2017,Alfonso Gomez-Rejon,6.5,108,U,$340.23M,Biography
J. Edgar,2011,Clint Eastwood,6.5,137,A,$37.31M,Biography
The Informant!,2009,Steven Soderbergh,6.5,108,R,$33.31M,Biography
The Runaways,2010,Floria Sigismondi,6.5,106,R,$3.57M,Biography
Hollywoodland,2006,Allen Coulter,6.5,126,R,$14.42M,Biography
Marie Antoinette,2006,Sofia Coppola,6.5,123,PG-13,$15.96M,Biography
Riding in Cars with Boys,2001,Penny Marshall,6.5,132,PG-13,$30.17M,Biography
Dangerous Minds,1995,John N. Smith,6.5,99,U,$84.92M,Biography
Fire in the Sky,1993,Robert Lieberman,6.5,109,PG-13,$20.10M,Biography
A Dangerous Method,2011,David Cronenberg,6.4,99,R,$5.70M,Biography
Kill Your Darlings,2013,John Krokidas,6.4,104,R,$1.03M,Biography
The Iron Lady,2011,Phyllida Lloyd,6.4,105,U,$30.02M,Biography
How to Lose Friends & Alienate People,2008,Robert B. Weide,6.4,110,R,$2.78M,Biography
Joan of Arc,1999,Luc Besson,6.4,158,A,$14.28M,Adventure
1492: Conquest of Paradise,1992,Ridley Scott,6.4,154,PG-13,$7.19M,Adventure
Mary Queen of Scots,2018,Josie Rourke,6.3,124,A,$16.47M,Biography
True Story,2015,Rupert Goold,6.3,99,R,$4.72M,Biography
A Walk in the Woods,2015,Ken Kwapis,6.3,104,R,$29.47M,Adventure
W.,2008,Oliver Stone,6.3,129,UA,$25.53M,Biography
Evita,1996,Alan Parker,6.3,135,U,$50.05M,Biography
The Fifth Estate,2013,Bill Condon,6.2,128,UA,$3.25M,Biography
Lovelace,2013,"Directors:Rob Epstein, Jeffrey Friedman",6.2,93,B,$0.36M,Biography
The Libertine,2004,Laurence Dunmore,6.2,114,UA,$4.84M,Biography
Jobs,2013,Joshua Michael Stern,6,128,UA,$16.13M,Biography
Thalaivi,2021,A.L. Vijay,5.9,153,U,$340.23M,Biography
Masterminds,2016,Jared Hess,5.8,95,16,$17.36M,Biography
Heaven Is for Real,2014,Randall Wallace,5.8,99,UA,$91.44M,Biography
Eat Pray Love,2010,Ryan Murphy,5.8,133,UA,$80.57M,Biography
The Bling Ring,2013,Sofia Coppola,5.6,90,R,$5.84M,Biography
Blonde,2022,Andrew Dominik,5.5,167,A,$340.23M,Biography
Get Rich or Die Tryin',2005,Jim Sheridan,5.4,117,R,$30.98M,Biography
Chhapaak,2020,Meghna Gulzar,5.3,120,UA,$340.23M,Biography
The 15:17 to Paris,2018,Clint Eastwood,5.3,94,A,$36.25M,Biography
Reis,2017,Hüdaverdi Yavuz,1,108,B,$340.23M,Biography
Sen to Chihiro no kamikakushi,2001,Hayao Miyazaki,8.6,125,U,$10.06M,Animation
The Lion King,1994,"Directors:Roger Allers, Rob Minkoff",8.5,88,U,$422.78M,Animation
Hotaru no haka,1988,Isao Takahata,8.5,89,U,$340.23M,Animation
Kimi no na wa.,2016,Makoto Shinkai,8.4,106,U,$5.02M,Animation
Coco,2017,"Directors:Lee Unkrich, Adrian Molina",8.4,105,U,$209.73M,Animation
WALL·E,2008,Andrew Stanton,8.4,98,U,$223.81M,Animation
Up,2009,"Directors:Pete Docter, Bob Peterson",8.3,96,U,$293.00M,Animation
Toy Story 3,2010,Lee Unkrich,8.3,103,U,$415.00M,Animation
Toy Story,1995,John Lasseter,8.3,81,U,$191.80M,Animation
Inside Out,2015,"Directors:Pete Docter, Ronnie Del Carmen",8.2,95,U,$356.46M,Animation
Hauru no ugoku shiro,2004,Hayao Miyazaki,8.2,119,U,$4.71M,Animation
Finding Nemo,2003,"Directors:Andrew Stanton, Lee Unkrich",8.2,100,U,$380.84M,Animation
Koe no katachi,2016,Naoko Yamada,8.1,130,16,$340.23M,Animation
Klaus,2019,"Directors:Sergio Pablos, Carlos Martínez López",8.1,96,7,$340.23M,Animation
_kami kodomo no Ame to Yuki,2012,Mamoru Hosoda,8.1,117,U,$340.23M,Animation
Mary and Max.,2009,Adam Elliot,8.1,92,B,$340.23M,Animation
Ratatouille,2007,"Directors:Brad Bird, Jan Pinkava",8.1,111,U,$206.45M,Animation
"Monsters, Inc.",2001,"Directors:Pete Docter, David Silverman, Lee Unkrich",8.1,92,U,$289.92M,Animation
Tonari no Totoro,1988,Hayao Miyazaki,8.1,86,U,$1.11M,Animation
WolfWalkers,2020,"Directors:Tomm Moore, Ross Stewart",8,103,UA,$340.23M,Animation
Soul,2020,"Directors:Pete Docter, Kemp Powers",8,100,U,$340.23M,Animation
Zootopia,2016,"Directors:Byron Howard, Rich Moore, Jared Bush",8,108,U,$341.27M,Animation
Kaguya-hime no Monogatari,2013,Isao Takahata,8,137,U,$1.51M,Animation
Song of the Sea,2014,Tomm Moore,8,93,PG,$0.86M,Animation
Pâfekuto burû,1997,Satoshi Kon,8,81,A,$0.78M,Animation
Aladdin,1992,"Directors:Ron Clements, John Musker",8,90,U,$217.35M,Animation
Beauty and the Beast,1991,"Directors:Gary Trousdale, Kirk Wise",8,84,U,$218.97M,Animation
Tenkû no shiro Rapyuta,1986,Hayao Miyazaki,8,125,U,$340.23M,Animation
Kaze no tani no Naushika,1984,Hayao Miyazaki,8,117,U,$0.50M,Animation
Fantastic Mr. Fox,2009,Wes Anderson,7.9,87,U,$21.00M,Animation
Shrek,2001,"Directors:Andrew Adamson, Vicky Jenson",7.9,90,U,$267.67M,Animation
Toy Story 2,1999,"Directors:John Lasseter, Ash Brannon, Lee Unkrich",7.9,92,U,$245.85M,Animation
Mimi wo sumaseba,1995,Yoshifumi Kondô,7.9,111,U,$340.23M,Animation
The Nightmare Before Christmas,1993,Henry Selick,7.9,76,U,$75.08M,Animation
Isle of Dogs,2018,Wes Anderson,7.8,101,U,$32.02M,Animation
Tôkyô goddofâzâzu,2003,Satoshi Kon,7.8,90,UA,$0.13M,Animation
Sennen joyû,2001,Satoshi Kon,7.8,87,PG,$0.19M,Animation
Majo no takkyûbin,1989,Hayao Miyazaki,7.8,103,U,$340.23M,Animation
The Breadwinner,2017,Nora Twomey,7.7,94,U,$0.31M,Animation
Omoide no Marnie,2014,Hiromasa Yonebayashi,7.7,103,U,$0.77M,Animation
Ma vie de Courgette,2016,Claude Barras,7.7,66,PG-13,$0.29M,Animation
Toy Story 4,2019,Josh Cooley,7.7,100,U,$434.04M,Animation
Wreck-It Ralph,2012,Rich Moore,7.7,101,U,$189.42M,Animation
Le Petit Prince,2015,Mark Osborne,7.7,108,PG,$1.34M,Animation
Papurika,2006,Satoshi Kon,7.7,90,U,$0.88M,Animation
Toki o kakeru shôjo,2006,Mamoru Hosoda,7.7,98,U,$340.23M,Animation
Tangled,2010,"Directors:Nathan Greno, Byron Howard",7.7,100,U,$200.82M,Animation
Coraline,2009,Henry Selick,7.7,100,U,$75.29M,Animation
Les triplettes de Belleville,2003,Sylvain Chomet,7.7,80,PG-13,$7.00M,Animation
Waking Life,2001,Richard Linklater,7.7,99,R,$2.89M,Animation
"South Park: Bigger, Longer & Uncut",1999,Trey Parker,7.7,81,A,$52.04M,Animation
Kurenai no buta,1992,Hayao Miyazaki,7.7,94,U,$340.23M,Animation
Who Framed Roger Rabbit,1988,Robert Zemeckis,7.7,104,U,$156.45M,Animation
La planète sauvage,1973,René Laloux,7.7,72,U,$0.19M,Animation
Fantasia,1940,"Directors:James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen",7.7,125,U,$76.41M,Animation
The Mitchells vs the Machines,2021,"Directors:Michael Rianda, Jeff Rowe",7.6,114,13,$340.23M,Animation
Moana,2016,"Directors:Ron Clements, John Musker, Don Hall, Chris Williams",7.6,107,U,$248.76M,Animation
Karigurashi no Arietty,2010,Hiromasa Yonebayashi,7.6,94,U,$19.20M,Animation
Despicable Me,2010,"Directors:Pierre Coffin, Chris Renaud",7.6,95,U,$251.51M,Animation
Gake no ue no Ponyo,2008,Hayao Miyazaki,7.6,101,U,$15.09M,Animation
The Secret of Kells,2009,"Directors:Tomm Moore, Nora Twomey",7.6,71,B,$0.69M,Animation
Mulan,1998,"Directors:Tony Bancroft, Barry Cook",7.6,88,U,$120.62M,Animation
Kal Hee,1991,Isao Takahata,7.6,119,U,$0.45M,Animation
The Little Mermaid,1989,"Directors:Ron Clements, John Musker",7.6,83,U,$111.54M,Animation
Watership Down,1978,"Directors:Martin Rosen, John Hubley",7.6,91,B,$340.23M,Animation
The Jungle Book,1967,Wolfgang Reitherman,7.6,78,U,$141.84M,Animation
Snow White and the Seven Dwarfs,1937,"Directors:William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen",7.6,83,U,$184.93M,Animation
J'ai perdu mon corps,2019,Jérémy Clapin,7.5,81,B,$340.23M,Animation
Tenki no ko,2019,Makoto Shinkai,7.5,112,U,$7.80M,Animation
La tortue rouge,2016,Michael Dudok de Wit,7.5,80,U,$0.92M,Animation
Byôsoku 5 senchimêtoru,2007,Makoto Shinkai,7.5,63,U,$340.23M,Animation
L'illusionniste,2010,Sylvain Chomet,7.5,90,PG,$2.23M,Animation
The Curse of the Were-Rabbit,2005,"Directors:Steve Box, Nick Park",7.5,85,U,$56.11M,Animation
Ice Age,2002,"Directors:Chris Wedge, Carlos Saldanha",7.5,81,U,$176.39M,Animation
The Secret of NIMH,1982,Don Bluth,7.5,82,U,$10.14M,Animation
The Many Adventures of Winnie the Pooh,1977,"Directors:John Lounsbery, Wolfgang Reitherman, Ben Sharpsteen",7.5,74,U,$340.23M,Animation
Robin Hood,1973,"Directors:Wolfgang Reitherman, David Hand",7.5,83,U,$32.06M,Animation
Pinocchio,1940,"Directors:Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen",7.5,88,7,$84.25M,Animation
Onward,2020,Dan Scanlon,7.4,102,U,$61.56M,Animation
Sing 2,2021,"Directors:Garth Jennings, Christophe Lourdelet",7.4,110,U,$162.79M,Animation
Koto no ha no niwa,2013,Makoto Shinkai,7.4,46,U,$340.23M,Animation
Frozen,2013,"Directors:Chris Buck, Jennifer Lee",7.4,102,U,$400.74M,Animation
Kokuriko-zaka kara,2011,Gorô Miyazaki,7.4,91,PG,$1.00M,Animation
Luca,2021,Enrico Casarosa,7.4,95,PG,$340.23M,Animation
Inosensu: Innocence,2004,Mamoru Oshii,7.4,100,UA,$1.04M,Animation
The Emperor's New Groove,2000,Mark Dindal,7.4,78,U,$89.30M,Animation
The Land Before Time,1988,Don Bluth,7.4,69,U,$48.09M,Animation
Yellow Submarine,1968,George Dunning,7.4,90,B,$0.99M,Animation
Alice in Wonderland,1951,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney",7.4,75,B,$1.07M,Animation
Shaun the Sheep Movie,2015,"Directors:Mark Burton, Richard Starzak",7.3,85,U,$19.38M,Animation
Finding Dory,2016,"Directors:Andrew Stanton, Angus MacLane",7.3,97,U,$486.30M,Animation
Despicable Me 2,2013,"Directors:Pierre Coffin, Chris Renaud",7.3,98,U,$368.06M,Animation
The Simpsons Movie,2007,David Silverman,7.3,87,U,$183.14M,Animation
Shrek 2,2004,"Directors:Andrew Adamson, Kelly Asbury, Conrad Vernon",7.3,93,U,$436.47M,Animation
Lilo & Stitch,2002,"Directors:Dean DeBlois, Chris Sanders",7.3,85,U,$145.79M,Animation
Corpse Bride,2005,"Directors:Tim Burton, Mike Johnson",7.3,77,U,$53.36M,Animation
Tarzan,1999,"Directors:Chris Buck, Kevin Lima",7.3,88,U,$171.09M,Animation
Hercules,1997,"Directors:Ron Clements, John Musker",7.3,93,U,$99.05M,Animation
Heisei tanuki gassen ponpoko,1994,Isao Takahata,7.3,119,U,$340.23M,Animation
The Brave Little Toaster,1987,Jerry Rees,7.3,90,U,$340.23M,Animation
The Last Unicorn,1982,"Directors:Jules Bass, Arthur Rankin Jr.",7.3,92,U,$6.46M,Animation
One Hundred and One Dalmatians,1961,"Directors:Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman",7.3,79,U,$144.88M,Animation
Lady and the Tramp,1955,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Cutting",7.3,76,G,$93.60M,Animation
Peter Pan,1953,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney",7.3,77,U,$87.40M,Animation
Cinderella,1950,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske",7.3,74,G,$85.00M,Animation
Bambi,1942,"Directors:James Algar, Samuel Armstrong, David Hand, Graham Heid, Bill Roberts, Paul Satterfield, Norman Wright, Arthur Davis, Clyde Geronimi",7.3,69,U,$102.80M,Animation
Wish Dragon,2021,Chris Appelhans,7.2,98,7,$340.23M,Animation
Encanto,2021,"Directors:Jared Bush, Byron Howard, Charise Castro Smith",7.2,102,U,$96.09M,Animation
Anomalisa,2015,"Directors:Duke Johnson, Charlie Kaufman",7.2,90,R,$3.76M,Animation
The Book of Life,2014,Jorge R. Gutiérrez,7.2,95,PG,$50.15M,Animation
Monsters University,2013,Dan Scanlon,7.2,104,U,$268.49M,Animation
The Croods,2013,"Directors:Kirk DeMicco, Chris Sanders",7.2,98,U,$187.17M,Animation
Neko no ongaeshi,2002,Hiroyuki Morita,7.2,75,G,$340.23M,Animation
Cars,2006,"Directors:John Lasseter, Joe Ranft",7.2,117,U,$244.08M,Animation
Treasure Planet,2002,"Directors:Ron Clements, John Musker",7.2,95,PG,$38.18M,Animation
A Bug's Life,1998,"Directors:John Lasseter, Andrew Stanton",7.2,95,U,$162.80M,Animation
The Great Mouse Detective,1986,"Directors:Ron Clements, Burny Mattinson, David Michener, John Musker",7.2,74,U,$38.60M,Animation
The Fox and the Hound,1981,"Directors:Ted Berman, Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman",7.2,83,U,$63.46M,Animation
Sleeping Beauty,1959,"Directors:Les Clark, Clyde Geronimi, Eric Larson, Wolfgang Reitherman, Hamilton Luske",7.2,75,U,$51.60M,Animation
Dumbo,1941,"Directors:Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte",7.2,64,G,$1.60M,Animation
The Sea Beast,2022,Chris Williams,7.1,115,UA 7+,$340.23M,Animation
